#Classification,HK1-1,HK1-2,HK1-3,HK1-4,HK1-5,HK2-1,HK2-2,HK2-3,HK2-4,HK2-5,HK3-1,HK3-2,HK3-3,HK3-4,HK3-5
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Jonquetella|s__Jonquetella_anthropi,9.21465E-06,2.90821E-06,4.92058E-06,2.84925E-06,5.50304E-06,3.17184E-06,6.10425E-06,5.93572E-06,6.4725E-06,4.426E-06,4.58361E-06,3.87716E-06,0,5.28847E-06,2.94009E-06
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens,2.42311E-05,1.84187E-05,1.8814E-05,1.70955E-05,1.57587E-05,1.64936E-05,9.76679E-06,1.92317E-05,1.58576E-05,1.51222E-05,1.90984E-05,1.8278E-05,1.67778E-05,1.77164E-05,2.32534E-05
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_velox,4.0954E-06,4.84702E-06,1.73667E-06,2.84925E-06,1.75097E-06,1.90311E-06,2.03475E-06,3.08657E-06,2.91263E-06,1.84417E-06,3.05574E-06,2.21552E-06,0,1.58654E-06,2.6728E-06
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_acidaminovorans,8.87336E-06,5.49329E-06,6.9467E-06,8.26284E-06,5.50304E-06,4.22912E-06,4.8834E-06,4.74857E-06,7.44338E-06,7.37667E-06,5.72951E-06,4.98492E-06,5.03335E-06,3.43751E-06,9.08754E-06
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminomonas|s__Aminomonas_paucivorans,1.36513E-05,1.00172E-05,1.09989E-05,8.83269E-06,1.12562E-05,7.61242E-06,1.09876E-05,9.97201E-06,1.0356E-05,1.29092E-05,1.10771E-05,1.10776E-05,1.17445E-05,6.87501E-06,1.20276E-05
d__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum,1.43339E-05,1.03403E-05,1.27356E-05,7.40806E-06,1.00055E-05,6.13223E-06,1.05807E-05,9.49715E-06,7.11975E-06,1.18027E-05,1.1459E-05,9.41596E-06,1.00667E-05,7.66829E-06,6.14745E-06
d__Bacteria|c__Deltaproteobacteria|g__Dissulfurimicrobium|s__Dissulfurimicrobium_hydrothermale,3.41283E-06,2.26194E-06,2.60501E-06,1.99448E-06,2.75152E-06,2.32602E-06,4.47645E-06,2.61172E-06,1.2945E-06,2.213E-06,3.05574E-06,2.7694E-06,0,4.75963E-06,1.87096E-06
d__Bacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Microvenatoraceae|g__Microvenator|s__Microvenator_marinus,1.5699E-05,1.26023E-05,1.18673E-05,6.55329E-06,1.10061E-05,8.24679E-06,8.95289E-06,9.97201E-06,8.41426E-06,6.639E-06,1.29869E-05,8.3082E-06,1.0626E-05,7.40386E-06,8.2857E-06
d__Bacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Bradymonas|s__Bradymonas_sediminis,3.68586E-05,2.71433E-05,3.01024E-05,3.19117E-05,3.40188E-05,3.10841E-05,2.64517E-05,3.63266E-05,3.43043E-05,2.84002E-05,3.36131E-05,2.71401E-05,3.02001E-05,3.51683E-05,3.047E-05
d__Bacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Persicimonas|s__Persicimonas_caeni,9.96547E-05,9.04778E-05,8.22026E-05,9.1746E-05,8.87991E-05,8.35252E-05,7.69135E-05,0.000103994,8.09063E-05,7.70862E-05,9.66377E-05,8.3082E-05,8.22113E-05,8.35579E-05,9.88938E-05
d__Bacteria|p__Nitrospirota|c__Thermodesulfovibrionia|o__Thermodesulfovibrionales|f__Dissulfurispiraceae|g__Dissulfurispira|s__Dissulfurispira_thermophila,4.77796E-06,5.81643E-06,4.92058E-06,3.70403E-06,4.75263E-06,3.59475E-06,7.3251E-06,4.986E-06,3.23625E-06,5.5325E-06,3.43771E-06,6.64656E-06,2.7963E-06,4.75963E-06,2.6728E-06
d__Bacteria|p__Nitrospirota|c__Thermodesulfovibrionia|o__Thermodesulfovibrionales|f__Thermodesulfovibrionaceae|g__Thermodesulfovibrio|s__Thermodesulfovibrio_yellowstonii,5.80181E-06,2.58508E-06,1.73667E-06,2.56433E-06,2.50138E-06,1.05728E-06,2.84865E-06,2.84914E-06,0,4.426E-06,4.96558E-06,0,2.7963E-06,2.64424E-06,1.60368E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum_ferrooxidans,3.07155E-06,2.58508E-06,1.73667E-06,1.1397E-06,2.00111E-06,1.90311E-06,3.2556E-06,2.61172E-06,2.589E-06,6.27017E-06,4.58361E-06,2.7694E-06,5.03335E-06,3.43751E-06,2.13824E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum_ferriphilum,3.07155E-06,2.58508E-06,4.05224E-06,0,3.50194E-06,0,3.66255E-06,4.51115E-06,5.178E-06,0,4.20164E-06,2.7694E-06,0,3.17308E-06,2.40552E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum_sp._Group_II_'CF-1',3.07155E-06,1.93881E-06,0,3.98896E-06,3.2518E-06,4.01767E-06,3.2556E-06,3.08657E-06,0,0,0,0,0,1.58654E-06,0
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_allomarina,5.80181E-06,6.13956E-06,5.78892E-06,6.26836E-06,4.50249E-06,5.70932E-06,4.8834E-06,9.73458E-06,6.14888E-06,5.90134E-06,6.87541E-06,4.98492E-06,6.71113E-06,4.4952E-06,5.61289E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_neomarina,1.19449E-05,1.1956E-05,1.042E-05,8.83269E-06,8.75484E-06,5.92077E-06,1.13946E-05,8.54743E-06,5.50163E-06,1.3278E-05,1.1459E-05,1.32931E-05,1.17445E-05,6.61059E-06,7.21657E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_sp._KM1,1.43339E-05,1.22791E-05,1.07095E-05,8.26284E-06,8.75484E-06,8.45825E-06,1.13946E-05,1.35334E-05,9.06151E-06,1.29092E-05,1.60426E-05,1.05237E-05,1.67778E-05,7.93271E-06,7.48385E-06
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_inopinata,2.0477E-05,1.64799E-05,1.53406E-05,1.76654E-05,1.70094E-05,1.56478E-05,1.46502E-05,1.94692E-05,1.68285E-05,1.29092E-05,2.06262E-05,1.55086E-05,1.2863E-05,1.53366E-05,1.09585E-05
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_japonica,2.86678E-05,1.93881E-05,2.02612E-05,1.88051E-05,1.95108E-05,1.48019E-05,2.15683E-05,2.61172E-05,1.97411E-05,1.95482E-05,2.21541E-05,1.8278E-05,1.84556E-05,1.87741E-05,1.63041E-05
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_tepida,3.51522E-05,2.48814E-05,2.11295E-05,2.02297E-05,2.25124E-05,2.24144E-05,2.27892E-05,3.30026E-05,2.10356E-05,2.47118E-05,2.78836E-05,2.32629E-05,1.90149E-05,1.95674E-05,1.84424E-05
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_moscoviensis,3.89063E-05,3.00515E-05,2.74974E-05,3.24815E-05,2.62645E-05,2.79122E-05,2.60448E-05,3.94132E-05,3.46279E-05,3.57769E-05,3.74328E-05,2.99095E-05,2.5726E-05,2.69712E-05,2.3788E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Haliovirgaceae|g__Haliovirga|s__Haliovirga_abyssi,7.16695E-06,8.72464E-06,6.36781E-06,3.41911E-06,6.00332E-06,7.82388E-06,7.3251E-06,8.07258E-06,2.589E-06,4.05717E-06,7.63935E-06,1.05237E-05,1.78963E-05,6.87501E-06,3.20737E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_vaginalis,1.70642E-06,2.26194E-06,2.31557E-06,3.41911E-06,1.25069E-06,3.17184E-06,1.6278E-06,0,0,1.84417E-06,4.96558E-06,2.7694E-06,3.35556E-06,1.32212E-06,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Pseudoleptotrichia|s__Pseudoleptotrichia_goodfellowii,5.46053E-06,4.84702E-06,2.02612E-06,2.84925E-06,3.75207E-06,2.53747E-06,4.47645E-06,2.37429E-06,2.26538E-06,2.213E-06,4.58361E-06,3.87716E-06,3.35556E-06,3.17308E-06,3.74193E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus|s__Streptobacillus_moniliformis,6.1431E-06,3.87762E-06,4.05224E-06,6.26836E-06,5.75318E-06,2.53747E-06,3.66255E-06,4.03629E-06,0,4.05717E-06,9.54918E-06,4.98492E-06,4.47409E-06,5.81732E-06,3.74193E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sebaldella|s__Sebaldella_termitidis,9.21465E-06,8.72464E-06,6.36781E-06,6.26836E-06,4.75263E-06,4.65204E-06,7.73204E-06,3.324E-06,2.26538E-06,2.58183E-06,7.25738E-06,8.3082E-06,5.59261E-06,7.66829E-06,5.07833E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii,0,3.87762E-06,4.34169E-06,2.56433E-06,1.75097E-06,0,2.03475E-06,2.37429E-06,0,0,2.67377E-06,0,0,2.37981E-06,2.6728E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii,2.0477E-06,5.81643E-06,3.1839E-06,2.2794E-06,4.75263E-06,2.32602E-06,0,1.42457E-06,0,0,4.20164E-06,0,5.03335E-06,0,2.94009E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis,2.38898E-06,1.61567E-06,0,2.2794E-06,2.50138E-06,1.48019E-06,3.66255E-06,3.56143E-06,1.61813E-06,2.58183E-06,2.2918E-06,0,0,1.58654E-06,1.87096E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hongkongensis,4.43668E-06,5.17016E-06,3.1839E-06,4.27388E-06,1.25069E-06,2.32602E-06,2.84865E-06,2.84914E-06,0,6.27017E-06,4.20164E-06,6.64656E-06,5.59261E-06,3.70193E-06,4.00921E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_trevisanii,7.50823E-06,9.69405E-06,8.68337E-06,6.83821E-06,5.00277E-06,4.86349E-06,2.4417E-06,6.17315E-06,2.589E-06,6.27017E-06,6.49344E-06,3.87716E-06,8.94817E-06,7.93271E-06,6.94929E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei,8.1908E-06,9.69405E-06,7.23615E-06,8.26284E-06,8.25456E-06,4.65204E-06,8.13899E-06,4.74857E-06,1.94175E-06,6.27017E-06,1.1459E-05,1.10776E-05,1.34223E-05,6.87501E-06,8.01841E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_218,2.38898E-06,3.87762E-06,2.31557E-06,1.99448E-06,2.25124E-06,1.26874E-06,0,2.37429E-06,2.589E-06,0,4.96558E-06,3.87716E-06,6.15187E-06,2.11539E-06,2.94009E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_498,3.75412E-06,2.58508E-06,0,1.42463E-06,0,1.69165E-06,1.6278E-06,0,1.61813E-06,0,1.52787E-06,2.7694E-06,2.23704E-06,1.58654E-06,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_212,3.41283E-06,5.49329E-06,2.02612E-06,3.41911E-06,2.50138E-06,1.90311E-06,1.6278E-06,2.84914E-06,1.61813E-06,2.95067E-06,4.20164E-06,4.43104E-06,5.59261E-06,2.11539E-06,3.47465E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_847,4.77796E-06,3.55448E-06,3.1839E-06,1.1397E-06,4.00221E-06,2.74893E-06,4.47645E-06,3.08657E-06,2.91263E-06,2.213E-06,4.58361E-06,7.75432E-06,3.91482E-06,6.87501E-06,3.47465E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._HMT-225,5.11925E-06,4.84702E-06,2.02612E-06,2.2794E-06,5.00277E-06,4.01767E-06,7.73204E-06,4.27372E-06,0,3.68834E-06,4.58361E-06,5.5388E-06,3.91482E-06,2.64424E-06,2.6728E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_221,6.48438E-06,5.17016E-06,2.89446E-06,2.84925E-06,4.25235E-06,3.80621E-06,4.8834E-06,3.08657E-06,3.8835E-06,2.58183E-06,3.81967E-06,4.98492E-06,5.59261E-06,2.37981E-06,4.27649E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium_somerae,4.77796E-06,7.4321E-06,4.92058E-06,3.98896E-06,5.00277E-06,4.22912E-06,5.6973E-06,2.37429E-06,3.55988E-06,2.95067E-06,4.58361E-06,6.64656E-06,6.71113E-06,5.28847E-06,4.27649E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Ilyobacter|s__Ilyobacter_polytropus,9.21465E-06,5.81643E-06,2.89446E-06,3.41911E-06,6.00332E-06,3.59475E-06,7.3251E-06,3.08657E-06,1.61813E-06,3.3195E-06,7.63935E-06,8.86208E-06,8.38891E-06,3.43751E-06,2.94009E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum,0,0,0,0,0,0,0,0,0,0,0,0,4.47409E-06,0,0
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_vincentii,7.50823E-06,5.81643E-06,5.49947E-06,0,5.50304E-06,0,0,3.56143E-06,0,0,0,0,0,0,5.34561E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,4.0954E-06,6.78583E-06,2.60501E-06,1.70955E-06,4.50249E-06,2.96039E-06,4.47645E-06,4.986E-06,1.61813E-06,2.95067E-06,2.67377E-06,1.10776E-05,6.71113E-06,4.23078E-06,4.00921E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_polymorphum,7.84951E-06,1.6803E-05,7.23615E-06,1.76654E-05,5.75318E-06,9.30407E-06,8.54594E-06,5.46086E-06,4.20713E-06,1.51222E-05,1.56607E-05,9.96984E-06,1.45408E-05,8.72598E-06,8.01841E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_canifelinum,4.77796E-06,6.4627E-06,3.47335E-06,2.2794E-06,3.50194E-06,2.74893E-06,4.0695E-06,1.89943E-06,2.91263E-06,3.3195E-06,5.34754E-06,6.64656E-06,7.82965E-06,4.75963E-06,2.6728E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp._oral_taxon_203,4.0954E-06,0,0,2.2794E-06,4.25235E-06,1.69165E-06,3.2556E-06,4.51115E-06,0,3.68834E-06,2.67377E-06,3.32328E-06,6.71113E-06,2.37981E-06,3.47465E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans,4.77796E-06,7.75524E-06,3.1839E-06,1.42463E-06,3.75207E-06,2.11456E-06,2.84865E-06,1.42457E-06,0,2.58183E-06,6.87541E-06,4.43104E-06,6.15187E-06,2.37981E-06,4.27649E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii,6.48438E-06,1.16329E-05,7.81504E-06,1.99448E-06,2.00111E-06,4.86349E-06,3.2556E-06,4.03629E-06,1.61813E-06,2.213E-06,4.96558E-06,5.5388E-06,3.35556E-06,3.43751E-06,3.20737E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum,5.11925E-06,1.00172E-05,6.07836E-06,3.41911E-06,5.2529E-06,3.3833E-06,5.29035E-06,6.41058E-06,3.23625E-06,1.84417E-06,8.02131E-06,6.09268E-06,1.17445E-05,4.23078E-06,3.74193E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gastrosuis,5.11925E-06,3.87762E-06,4.34169E-06,2.2794E-06,4.00221E-06,1.90311E-06,3.2556E-06,2.61172E-06,0,4.05717E-06,3.81967E-06,3.32328E-06,5.03335E-06,1.05769E-06,2.6728E-06
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium,8.87336E-06,1.26023E-05,6.07836E-06,5.69851E-06,6.75373E-06,4.44058E-06,1.01737E-05,5.46086E-06,1.2945E-06,5.16367E-06,1.1841E-05,9.96984E-06,7.27039E-06,5.02405E-06,1.01567E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_animalis,2.0477E-05,2.10038E-05,1.3604E-05,8.26284E-06,2.3513E-05,1.24759E-05,1.74988E-05,1.23463E-05,3.23625E-06,9.95851E-06,2.3682E-05,1.8278E-05,2.40482E-05,1.32212E-05,1.65714E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,2.69614E-05,2.52045E-05,2.08401E-05,1.25367E-05,1.60088E-05,1.2053E-05,2.84865E-05,1.87569E-05,1.58576E-05,1.88105E-05,3.32312E-05,3.04634E-05,2.12519E-05,2.75001E-05,2.13824E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hominis,1.91119E-05,2.06806E-05,1.73667E-05,9.68747E-06,2.57642E-05,1.16301E-05,1.95336E-05,8.78486E-06,2.589E-06,1.18027E-05,2.44459E-05,2.04936E-05,2.23704E-05,1.63943E-05,1.89769E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans,1.36513E-05,2.165E-05,1.3604E-05,1.16819E-05,1.85102E-05,9.09261E-06,1.34293E-05,1.28212E-05,2.26538E-06,1.06962E-05,1.90984E-05,1.8278E-05,1.73371E-05,1.21635E-05,1.5235E-05
d__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum,1.60403E-05,1.93881E-05,9.84116E-06,1.28216E-05,1.47582E-05,1.50134E-05,8.95289E-06,9.97201E-06,6.79613E-06,9.22084E-06,1.79525E-05,2.04936E-05,1.34223E-05,1.82452E-05,1.20276E-05
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae|g__Silvanigrella|s__Silvanigrella_aquatica,8.1908E-06,4.52389E-06,4.92058E-06,4.27388E-06,5.2529E-06,5.49786E-06,1.18015E-05,4.51115E-06,2.589E-06,4.05717E-06,5.72951E-06,9.41596E-06,3.91482E-06,6.61059E-06,4.54377E-06
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae|g__Pigmentibacter|s__Pigmentibacter_sp._JX0631,8.53208E-06,9.37091E-06,6.07836E-06,7.12314E-06,6.00332E-06,5.2864E-06,1.34293E-05,3.324E-06,4.85438E-06,8.48317E-06,9.93115E-06,1.21854E-05,8.94817E-06,6.87501E-06,5.34561E-06
d__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae|g__Fluviispira|s__Fluviispira_sanaruensis,2.49137E-05,1.93881E-05,1.96823E-05,1.5101E-05,2.30127E-05,1.54363E-05,2.31961E-05,1.13966E-05,3.8835E-06,1.73352E-05,3.17033E-05,2.88017E-05,2.5726E-05,1.69231E-05,2.3788E-05
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Halobacteriovoraceae|g__Halobacteriovorax|s__Halobacteriovorax_sp._BALOs_7,6.1431E-06,1.00172E-05,3.7628E-06,3.70403E-06,7.00387E-06,6.55514E-06,3.66255E-06,3.56143E-06,5.178E-06,8.85201E-06,9.16722E-06,6.64656E-06,6.15187E-06,6.08174E-06,4.27649E-06
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Halobacteriovoraceae|g__Halobacteriovorax|s__Halobacteriovorax_marinus,1.36513E-05,1.13097E-05,5.78892E-06,1.02573E-05,1.02557E-05,8.6697E-06,1.34293E-05,6.88543E-06,4.53075E-06,1.03273E-05,1.06951E-05,1.21854E-05,1.0626E-05,1.16346E-05,1.06912E-05
d__Bacteria|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii,0.000133442,0.000361588,3.93646E-05,0.00023079,0.000202612,0.000308515,0.000238066,8.95106E-05,0.000282525,0.000324574,0.000204353,0.00021989,0.0001661,0.000309905,0.000206608
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Pseudobdellovibrio|s__Pseudobdellovibrio_exovorus,8.87336E-06,8.40151E-06,3.7628E-06,8.83269E-06,1.40077E-05,7.18951E-06,2.84865E-06,4.74857E-06,1.22978E-05,8.11434E-06,7.25738E-06,9.96984E-06,6.15187E-06,1.11058E-05,5.07833E-06
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Micavibrio|s__Micavibrio_aeruginosavorus,2.66201E-05,2.8759E-05,2.11295E-05,2.45036E-05,2.37631E-05,3.29872E-05,2.84865E-05,2.46926E-05,2.62136E-05,2.61872E-05,1.75705E-05,2.71401E-05,2.46075E-05,2.80289E-05,2.53916E-05
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_reynosensis,1.67229E-05,1.45411E-05,2.46029E-05,8.26284E-06,1.47582E-05,1.31103E-05,9.76679E-06,1.02094E-05,2.91263E-05,6.27017E-06,1.83344E-05,2.04936E-05,8.94817E-06,2.22116E-05,5.34561E-06
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_bacteriovorus,3.78824E-05,4.52389E-05,7.23615E-05,3.61855E-05,5.30293E-05,4.77891E-05,3.09282E-05,3.20529E-05,7.54047E-05,2.98755E-05,5.34754E-05,4.32026E-05,3.24371E-05,8.32934E-05,2.64608E-05
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._ZAP7,8.53208E-06,1.09866E-05,1.01306E-05,8.26284E-06,9.50525E-06,6.55514E-06,9.76679E-06,3.79886E-06,1.8123E-05,6.639E-06,9.16722E-06,8.3082E-06,1.0626E-05,2.08895E-05,6.68201E-06
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._SKB1291214,8.53208E-06,8.07837E-06,1.12884E-05,1.02573E-05,1.10061E-05,8.03533E-06,4.47645E-06,4.74857E-06,1.16505E-05,4.79484E-06,9.54918E-06,5.5388E-06,1.00667E-05,1.90385E-05,4.54377E-06
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._KM01,1.12623E-05,1.51873E-05,1.56301E-05,4.84373E-06,1.10061E-05,1.41676E-05,6.5112E-06,6.88543E-06,1.32686E-05,7.37667E-06,1.03131E-05,1.16315E-05,6.71113E-06,1.66587E-05,8.01841E-06
d__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._NC01,1.53577E-05,1.74493E-05,2.11295E-05,1.82352E-05,2.02612E-05,1.77623E-05,1.18015E-05,1.21089E-05,2.8479E-05,1.7704E-05,1.71885E-05,1.16315E-05,1.51E-05,3.09376E-05,1.60368E-05
